,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
65,917,Q1326,P27,Q298,P36,Q2887,Federico Errázuriz Zañartu,Chile,Santiago,['Federico Marcos del Rosario Errázuriz Zañartu'],"['CHI', 'cl', '🇨🇱', 'Republic of Chile', 'República de Chile', 'CL']","['Santiago, Chile', 'Santiago de Chile', 'Greater Santiago']",human,country of citizenship,country,capital,city,9.0,5040.0,953.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Federico Errázuriz Zañartu is,True,True,True,False,False
53,1026,Q1625,P27,Q34,P36,Q1754,Sigfrid Edström,Sweden,Stockholm,['Sigfried Edstrom'],"['se', 'SWE', 'Sverige', 'SE', 'Kingdom of Sweden', 'Konungariket Sverige', '🇸🇪']","['Sthlm', 'STHLM']",human,country of citizenship,country,capital,city,5567.0,2953.0,165.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Sigfrid Edström is,True,True,True,False,False
94,1217,Q1868,P27,Q31,P36,Q239,Paul Otlet,Belgium,City of Brussels,"['Paul Marie Ghislain Otlet', 'Paul Marie Otlet']","['be', 'BE', '🇧🇪', 'BEL', 'Belgien', 'Kingdom of Belgium', 'Königreich Belgien', 'Koninkrijk België', 'Royaume de Belgique']","['Bru', 'Brussels, Belgium', 'Brussels', 'Ville de Bruxelles', 'Brussel', 'Bruxelles', 'BXL', '02', 'Brussels (municipality)', 'Brussels City', 'Stad Brussel']",human,country of citizenship,country,capital,city,1.0,2084.0,1437.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Paul Otlet is,True,True,True,False,False
102,1239,Q1743,P27,Q183,P36,Q64,Björn Otto,Germany,Berlin,['Bjoern Otto'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']","['Berlin, Germany', 'Berlin (Germany)', 'DE-BE']",human,country of citizenship,country,capital,city,24284.0,10297.0,5379.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Björn Otto is,True,True,True,False,False
80,1415,Q2494,P27,Q38,P36,Q220,Benedict XVI,Italy,Rome,"['Josef Ratzinger', 'Benedetto XVI', 'Benedictus XVI', 'Joseph Alois Ratzinger', 'Joseph Aloisius Ratzinger', 'Pope Benedict XVI', 'Pope Benedictus XVI', 'Pope Emeritus Benedict XVI']","['ITA', 'Italia', 'IT', '🇮🇹', 'Italian Republic', 'Repubblica Italiana', 'Republic of Italy']","['Roma', 'The Eternal City', 'Rome, Italy', 'City of Seven Hills']",human,country of citizenship,country,capital,city,2541.0,47117.0,10718.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Benedict XVI is,True,True,True,False,False
500,1632,Q3008,P264,Q203059,P112,Q194419,Mike Oldfield,Virgin Music,Richard Branson,"['Michael Oldfield', 'Michael Gordon Oldfield']","['LC 33687', 'Virgin Records']","['Richard Charles Nicholas Branson', 'Sir Richard Branson', 'Sir Richard Charles Nicholas Branson']",human,record label,record label,founded by,human,5819.0,1857.0,9886.0,the record label of {},the founder of {},the founder of the record label of Mike Oldfield is,True,False,True,False,False
63,1737,Q2602,P27,Q183,P36,Q64,Egon Krenz,Germany,Berlin,['Egon Rudi Ernst Krenz'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']","['Berlin, Germany', 'Berlin (Germany)', 'DE-BE']",human,country of citizenship,country,capital,city,4579.0,0.0,47117.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Egon Krenz is,True,True,True,False,False
13,1836,Q3295,P27,Q142,P38,Q4916,Gilles-Éric Séralini,France,Euro,['Gilles-Eric Seralini'],"['French Republic', 'FRA', 'fr', 'FR', 'Republic of France', 'the Hexagon']","['euros', 'EUR', '💶', '€']",human,country of citizenship,country,currency,currency,5878.0,0.0,0.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Gilles-Éric Séralini is,True,True,True,False,False
84,1880,Q3291,P27,Q159,P38,Q41044,Leonid Razvozzhayev,Russia,Russian ruble,['Leonid Mikhaylovich Razvozzhayev'],"['Federation of Russia', 'Rossijskaja Federatsija', 'Rossiyskaya Federatsiya', 'Российская Федерация', 'Россия', 'RF', 'RU', 'Rossiya', 'Russian Federation', 'RUS', 'ru', 'Rossija']","['RUB', 'ruble']",human,country of citizenship,country,currency,currency,18548.0,7616.0,47117.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Leonid Razvozzhayev is,True,True,True,False,False
276,1933,Q3910,P22,Q185025,P26,Q3925,"Albert II, Prince of Monaco","Rainier III, Prince of Mónaco",Grace Kelly,"['Albert Alexandre Louis Pierre Grimaldi', 'Albert Grimaldi', 'Albert II Alexandre Louis Pierre Grimaldi, Prince of Monaco', 'Albert II of Monaco', 'H.S.H. Prince Albert II of Monaco', 'Prince Albert II', 'Prince Albert of Monaco']","['Príncipe Rainiero de Mónaco', 'Rainier III', 'Rainiero III', 'Rainiero Louis Henri Maxence Bertrand Grimaldi', 'Rainiero, príncipe hereditario de Mónaco', 'Rainier de Monaco']","['Grace Grimaldi', 'Grace of Monaco', 'Grace Patricia Grimaldi', 'Grace Patricia Kelly', 'Grace, Princess of Monaco', 'Princess Grace of Monaco']",human,father,human,spouse,human,7357.0,353.0,107.0,the father of {},the spouse of {},"the spouse of the father of Albert II, Prince of Monaco is",True,False,True,False,False
31,2028,Q4109,P27,Q30,P38,Q4917,Chris Rock,United States of America,United States dollar,"['Christopher Rock', 'Christopher Julius Rock', 'Christopher Julius Rock III', 'Cris Rock', 'Lil penny']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', '$', 'dollar', 'dollars', 'USD', 'buck', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars']",human,country of citizenship,country,currency,currency,18548.0,7616.0,0.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Chris Rock is,True,True,True,False,False
104,2033,Q4227,P27,Q30,P38,Q4917,James Coburn,United States of America,United States dollar,['James Harrison Coburn III'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', '$', 'dollar', 'dollars', 'USD', 'buck', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars']",human,country of citizenship,country,currency,currency,1.0,2084.0,5379.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of James Coburn is,True,True,True,False,False
477,2551,Q4934,P108,Q95,P112,Q92764,Larry Page,Google,Sergey Brin,"['Lawrence Page', 'L E Page', 'L Page', 'L. E. Page', 'L. Page', 'Larry E Page', 'Larry E. Page', 'Lawrence E. Page', 'Lawrence Edward ""Larry"" Page', 'Lawrence Edward Larry Page', 'Lawrence Edward Page', 'LE Page']","['Big G', 'Google Inc.', 'Google LLC', 'Google, Inc.', 'Google LLC (Mountain View, CA)']","['Sergey Mikhailovich Brin', 'Sergey Mikhaylovich Brin']",human,employer,public company,founded by,human,17535.0,334.0,47117.0,the employer of {},the founder of {},the founder of the employer of Larry Page is,True,False,True,False,False
70,2598,Q4826,P27,Q183,P36,Q64,Rosa Valetti,Germany,Berlin,['Rosa Vallentin'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']","['Berlin, Germany', 'Berlin (Germany)', 'DE-BE']",human,country of citizenship,country,capital,city,3718.0,427.0,16636.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Rosa Valetti is,True,True,True,False,False
69,2606,Q4770,P27,Q29999,P36,Q727,Solko van den Bergh,Kingdom of the Netherlands,Amsterdam,['Solko Johannes van den Bergh'],"['NL', 'Netherlands', 'the Netherlands', '🇳🇱']","['Amsterdam, Netherlands', ""A'dam"", 'Amsterdam, NL', 'Mokum']",human,country of citizenship,country,capital,city,5819.0,1207.0,3382.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Solko van den Bergh is,True,True,True,False,False
66,2755,Q5586,P27,Q17,P1304,Q333101,Katsushika Hokusai,Japan,Bank of Japan,"['Fusenkyo', 'Hachiemon Miuraya', 'Hokusai', 'Hokusai Katsushika', 'Hokusai Tokimasa', 'Iitsu', 'Iitsu Katsushika', 'Katsushika Taito', 'Manji', 'Manji Rōjin', 'Pei-chai Ko-shih', 'Raishin', 'Shunro', 'Sorobeku', 'Taito', 'Taito Katsushika', 'Tatsumasa', 'Tokimasa', 'Zenhokusai']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",human,country of citizenship,country,central bank,public company,11657.0,9676.0,1001.0,the country of citizenship of {},the central bank of {},the central bank of the country of citizenship of Katsushika Hokusai is,True,False,True,False,False
76,2918,Q5603,P27,Q30,P36,Q61,Andy Warhol,United States of America,"Washington, D.C.","['Andrej Varchol', 'Andrej Warhol', 'Andrew Warhol', 'Andrew Warhola', 'Drella']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Washington', 'The District', 'D.C.', 'DC', 'District of Columbia', 'Washington D.C.', 'Washington, DC', 'US-DC', 'Washington DC', 'Washington, D.C., U.S.', 'Washington, District of Columbia', 'Washington, D. C.', 'D.C. Washington']",human,country of citizenship,country,capital,city,234.0,14137.0,5379.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Andy Warhol is,True,True,True,False,False
337,2941,Q5617,P800,Q2594423,P495,Q142,Marie de France,Lais of Marie de France,France,"['Marie', 'Marie of France', 'Mary of Normandy']",['Lays of Marie de France'],"['Republic of France', 'the Hexagon', 'French Republic', 'FRA', 'fr', 'FR']",human,notable work,literary work,country of origin,country,1804.0,1045.0,10572.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Marie de France is,True,False,True,False,False
32,3201,Q6017,P27,Q159,P38,Q41044,Yuliya Zaripova,Russia,Russian ruble,"['Yulia Zaripova', 'Yulia Zarudneva', 'Yuliya Mikhailovna Zaripova', 'Yuliya Mikhailovna Zarudeva', 'Zarudneva']","['RF', 'RU', 'Rossiya', 'Russian Federation', 'RUS', 'ru', 'Rossija', 'Federation of Russia', 'Rossijskaja Federatsija', 'Rossiyskaya Federatsiya', 'Российская Федерация', 'Россия']","['RUB', 'ruble']",human,country of citizenship,country,currency,currency,1299.0,10572.0,5469.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Yuliya Zaripova is,True,True,True,False,False
28,3286,Q6515,P27,Q145,P85,Q40807,Mervyn Peake,United Kingdom,God Save the King,"['Mervyn L. Peake', 'Mervyn Laurence Peake', 'Mervyn Lawrence Peake']","['G B', 'G B R', 'G.B.R.', '🇬🇧', 'Great Britain and Northern Ireland', 'The UK', 'The United Kingdom of Great Britain and Northern Ireland', 'U K', 'U. K.', 'U.K.', 'Britain', 'UK', 'G. B.', 'GBR', 'Great Britain', 'GB', 'G.B.', 'United Kingdom of Great Britain and Northern Ireland']","['God Save Our Lord the King', 'God Save the Queen']",human,country of citizenship,country,anthem,musical work/composition,11657.0,1363.0,47117.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Mervyn Peake is,True,True,True,False,False
106,3316,Q6312,P27,Q241,P38,Q201505,Yarisley Silva,Cuba,Cuban peso,"['Yarisley Silva Rodriguez', 'Yarisley Silva Rodríguez']","['cu', 'CUB', '🇨🇺', 'Republic of Cuba']",['CUP'],human,country of citizenship,country,currency,currency,5819.0,1857.0,2798.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Yarisley Silva is,True,True,True,False,False
12,3346,Q928,P36,Q1461,P112,Q318500,Philippines,Manila,Miguel López de Legazpi,"['PH', 'RP', 'The Philippines', 'PHL', 'Republic of the Philippines', 'Philippine Islands', 'PHI', 'ph', '🇵🇭']","['Pearl of the Orient', 'City of Manila', 'Queen City of the Pacific and others']","['El Viejo', 'El Adelantado', 'Don Miguel de Legazpi', 'Miguel Lopez de Legazpi', 'Miguel López de Legázpi']",country,capital,city,founded by,human,561.0,0.0,4.0,the capital of {},the founder of {},the founder of the capital of Philippines is,True,True,True,False,False
3,3353,Q739,P36,Q2841,P112,Q347688,Colombia,Bogotá,Gonzalo Jiménez de Quesada,"['COL', 'CO', '🇨🇴', 'Colombiá', 'ISO 3166-1:CO', 'Republic of Colombia', 'Republica de Colombia', 'República de Colombia', 'The Republic of Colombia']","['Bogota', 'Bogota, Colombia', 'Bogotá, D.C.', 'Santa Fe de Bogotá', 'Santafé de Bogotá']",['Jimenez de Quesada'],country,capital,city,founded by,human,22411.0,218.0,395.0,the capital of {},the founder of {},the founder of the capital of Colombia is,True,False,True,False,False
4,3356,Q974,P36,Q3838,P112,Q171421,Democratic Republic of the Congo,Kinshasa,Henry Morton Stanley,"['Congo', 'Zaire', 'cd', 'D.R.C.', 'COD', 'DRC', '🇨🇩', 'Congo (Kinshasa)', 'Congo-Kinshasa', 'Dem. Rep. Congo', 'Dem. Republic of Congo', 'Dem. Republic of the Congo', 'Democratic Republic of Congo', 'DR Congo']","['Leopoldstad', 'Leopoldville', 'Léopoldville']","['Henry Stanley', 'John Rowlands', 'H. M. Stanley', 'Henry M. Stanley', 'Sir Henry Morton Stanley', 'Morton Stanley']",country,capital,city,founded by,human,5878.0,23908.0,11158.0,the capital of {},the founder of {},the founder of the capital of Democratic Republic of the Congo is,True,False,True,False,False
372,3515,Q805,P85,Q203048,P86,Q4059062,Yemen,National anthem of Yemen,Ayoob Tarish,"['YEM', '🇾🇪', 'ye', 'Rep. Yemen', 'Republic of Yemen']","['Nasyid al-Yaman al-wathani', 'United Republic']",['Ayoob Tarish Absi'],country,anthem,musical work/composition,composer,human,976.0,14137.0,8681.0,the national anthem of {},the composer of {},the composer of the national anthem of Yemen is,True,True,True,False,False
277,4593,Q760054,P86,Q55004,P27,Q183,Rise and Fall of the City of Mahagonny,Kurt Weill,Germany,['The rise and fall of the city of Mahagonny'],['Kurt Julian Weill'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']",literary work,composer,human,country of citizenship,country,5819.0,47117.0,24833.0,the composer of {},the country of citizenship of {},the country of citizenship of the composer of Rise and Fall of the City of Mahagonny is,True,True,True,False,False
237,4596,Q760054,P86,Q55004,P800,Q212495,Rise and Fall of the City of Mahagonny,Kurt Weill,The Threepenny Opera,['The rise and fall of the city of Mahagonny'],['Kurt Julian Weill'],['Die Dreigroschenoper'],literary work,composer,human,notable work,literary work,2541.0,47117.0,10842.0,the composer of {},the most notable work of {},the most notable work of the composer of Rise and Fall of the City of Mahagonny is,True,True,True,False,False
280,5035,Q161402,P86,Q448644,P27,Q30,Over the Rainbow,Harold Arlen,United States of America,"['Somewhere Over the Rainbow', 'Over The Rainbow', '(Somewhere) Over the Rainbow']","['Harold Arluck', 'Hyman Arluck']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",musical work/composition,composer,human,country of citizenship,country,1213.0,8656.0,1561.0,the composer of {},the country of citizenship of {},the country of citizenship of the composer of Over the Rainbow is,True,False,True,False,False
207,5046,Q1840239,P175,Q343075,P264,Q190585,I Believe in Father Christmas,Greg Lake,Island Records,['I Believe in Father Xmas'],"['Gregory Lake', 'Gregory Stuart Lake']","['Island', 'LC 00407', 'LC 0407']",musical work/composition,performer,human,record label,record label,5.0,5040.0,1437.0,the performer of {},the record label of {},the record label of the performer of I Believe in Father Christmas is,True,False,True,False,False
267,5155,Q211971,P86,Q1339,P800,Q310549,The Well-Tempered Clavier,Johann Sebastian Bach,Mass in B minor,"['BWV 846-893', 'BWV 846–893', 'Das Wohltemperierte Klavier', 'Das Wohltemperirte Clavier', 'The Well-Tempered Klavier', 'Well-Tempered Clavier']","['Bach', 'J S Bach', 'J. S. Bach', 'J.S. Bach']","['Bach B minor mass', 'BWV 232']",musical work/composition,composer,human,notable work,musical work/composition,12151.0,799.0,0.0,the composer of {},the most notable work of {},the most notable work of the composer of The Well-Tempered Clavier is,True,True,True,False,False
258,5362,Q174524,P86,Q1178,P800,Q1201123,Ma mère l'oye,Maurice Ravel,Daphnis et Chloé,['Mother Goose suite'],"['Joseph Maurice Ravel', 'Maurice Joseph Ravel']",['Daphnis et Chloe'],musical work/composition,composer,human,notable work,musical work/composition,26855.0,3932.0,3108.0,the composer of {},the most notable work of {},the most notable work of the composer of Ma mère l'oye is,True,False,True,False,False
364,5968,Q1953769,P175,Q11036,P264,Q557632,Ruby Tuesday,The Rolling Stones,Decca,"['Goodbye Ruby Tuesday', 'Goodbye, Ruby Tuesday']","['The Stones', 'Rolling Stones', ""The Rollin' Stones"", ""Rollin' Stones"", 'The Rollin Stones', 'Rollin Stones']","['DECCA', 'Decca Record Company', 'Decca Records', 'LC 00171', 'LC 0171', 'The Decca Record Company', 'The Decca Record Company Limited']",musical work/composition,performer,musical group,record label,record label,7357.0,1134.0,1919.0,the performer of {},the record label of {},the record label of the performer of Ruby Tuesday is,True,False,True,False,False
247,6346,Q215607,P86,Q254,P22,Q156280,Piano Concerto No. 23 in A major,Wolfgang Amadeus Mozart,Leopold Mozart,"['K 488', 'K. 488', 'K.488', 'K488', 'KV 488', 'KV. 488', 'KV.488', 'KV488', 'Piano Concerto in A major', 'Piano Concerto No.23']","['Mozart', 'W. A. Mozart', 'Apollo Mozzart', 'Joannes Chrysostomus Wolfgangus Amadeus Mozart', 'Joannes Chrysostomus Wolfgangus Theophilus Amadeus Mozart', 'Johann Chrysostom Wolfgang Amadeus Mozart', 'Johann Chrysostomos Wolfgang Gottlieb Mozart', 'Johannes Chrisostomus Wolfgangus Theophilus Mozart', 'Mozhate', 'V. A. Mocartas', 'Volphnkank Amedaios Motsart', 'Wolfgang Amadè Mozart', 'Wolfgang Amadeus Chrysostom Mozart', 'Wolfgang Gottlieb Mozart', 'Wolfgango Amadeo Mozart']",['Johann Georg Leopold Mozart'],musical work/composition,composer,human,father,human,11657.0,9676.0,1571.0,the composer of {},the father of {},the father of the composer of Piano Concerto No. 23 in A major is,True,False,True,False,False
200,6352,Q215607,P86,Q254,P26,Q84464,Piano Concerto No. 23 in A major,Wolfgang Amadeus Mozart,Constanze Mozart,"['K 488', 'K. 488', 'K.488', 'K488', 'KV 488', 'KV. 488', 'KV.488', 'KV488', 'Piano Concerto in A major', 'Piano Concerto No.23']","['Mozart', 'W. A. Mozart', 'Apollo Mozzart', 'Joannes Chrysostomus Wolfgangus Amadeus Mozart', 'Joannes Chrysostomus Wolfgangus Theophilus Amadeus Mozart', 'Johann Chrysostom Wolfgang Amadeus Mozart', 'Johann Chrysostomos Wolfgang Gottlieb Mozart', 'Johannes Chrisostomus Wolfgangus Theophilus Mozart', 'Mozhate', 'V. A. Mocartas', 'Volphnkank Amedaios Motsart', 'Wolfgang Amadè Mozart', 'Wolfgang Amadeus Chrysostom Mozart', 'Wolfgang Gottlieb Mozart', 'Wolfgango Amadeo Mozart']","['Constanze Nissen', 'Constanze Weber', 'Maria Constanze Cäcilia Josepha Johanna Aloysia Weber', 'Maria Constanze Caecilia Josepha Johanna Aloisia Mozart']",musical work/composition,composer,human,spouse,human,26855.0,2612.0,1467.0,the composer of {},the spouse of {},the spouse of the composer of Piano Concerto No. 23 in A major is,True,False,True,False,False
281,6371,Q146113,P86,Q255,P25,Q14507972,Piano Sonata No. 8,Ludwig van Beethoven,Maria Magdalena van Beethoven,"['Pathétique', 'Piano Sonata No. 8 in C Minor, Op. 13', 'Sonata Pathétique']","['Beethoven', 'Ludwig Van Beethoven', 'Louis van Beethoven', 'L. Bethovenas', 'L. v. Beethoven', 'L. van Beethoven', 'L. van Betkhoven', 'Ludvig van Beethoven', 'Ludwik van Beethoven', 'Ludwig von Beethoven']",['Maria Magdalena Keverich'],musical work/composition,composer,human,mother,human,987.0,47117.0,10842.0,the composer of {},the mother of {},the mother of the composer of Piano Sonata No. 8 is,True,False,True,False,False
