,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
347,793,Q1340,P800,Q12016,P495,Q38,Antonio Vivaldi,The Four Seasons,Italy,"['Vivaldi', 'A. Vivaldis', 'Antonio Luciano Vivaldi', 'Antonio Lucio Vivaldi', 'Antonio Vivarudi', 'Prete rosso']","['Four Seasons', 'Le quattro stagioni', 'Quattro stagioni']","['ITA', 'Italia', 'IT', '🇮🇹', 'Italian Republic', 'Repubblica Italiana', 'Republic of Italy']",human,notable work,musical work/composition,country of origin,country,24141.0,1621.0,122.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Antonio Vivaldi is,True,True,False,False,False
63,1450,Q2492,P27,Q183,P36,Q64,Konrad Adenauer,Germany,Berlin,['Konrad Hermann Joseph Adenauer'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']","['Berlin, Germany', 'Berlin (Germany)', 'DE-BE']",human,country of citizenship,country,capital,city,9940.0,0.0,8.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Konrad Adenauer is,True,True,False,False,False
129,1535,Q2685,P800,Q162255,P58,Q42574,Arnold Schwarzenegger,The Terminator,James Cameron,"['Arnie', 'Schwarzenegger', 'The Terminator', 'Arnold Alois Schwarzenegger', 'Arnold Strong', 'Governator', 'Governor Schwarzenegger', 'The Styrian Oak']",['Terminator'],"['James Francis Cameron', 'Jim Cameron', 'J. F. Cameron', 'J. Cameron', 'J F Cameron', 'J.F. Cameron', 'James F Cameron', 'James F. Cameron']",human,notable work,film,screenwriter,human,18548.0,5619.0,311.0,the most notable work of {},the screenwriter of {},the screenwriter of the most notable work of Arnold Schwarzenegger is,True,True,False,False,False
468,1632,Q3008,P264,Q203059,P112,Q194419,Mike Oldfield,Virgin Music,Richard Branson,"['Michael Oldfield', 'Michael Gordon Oldfield']","['LC 33687', 'Virgin Records']","['Richard Charles Nicholas Branson', 'Sir Richard Branson', 'Sir Richard Charles Nicholas Branson']",human,record label,record label,founded by,human,5819.0,1857.0,9886.0,the record label of {},the founder of {},the founder of the record label of Mike Oldfield is,True,True,False,False,False
424,1798,Q3374,P264,Q168407,P127,Q38903,Anne-Sophie Mutter,Deutsche Grammophon,Universal Music Group,['Anne Sophie Mutter'],"['Deutsche Grammophon Gesellschaft', 'Deutsche Grammophon GmbH']","['UMG', 'UMG Recordings, Inc.', 'Universal Music', 'Universal Music Group N.V.']",human,record label,record label,owned by,public company,3718.0,47117.0,10842.0,the record label of {},the owner of {},the owner of the record label of Anne-Sophie Mutter is,True,True,False,False,False
55,2094,Q4058,P27,Q30,P85,Q44696,Kayla Ewell,United States of America,The Star-Spangled Banner,['Kayla Noelle Ewell'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,2016.0,18942.0,4189.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Kayla Ewell is,True,True,False,False,False
209,2315,Q4593,P22,Q554175,P26,Q1149,Rajiv Gandhi,Feroze Gandhi,Indira Gandhi,['Rajiv  Gandhi'],['Feroze Jehangir Ghandy'],"['Gandhi Indira', 'Indira Ghandi', 'Indira Nehru', 'Indira Priyadarshini Gandhi', 'Indira Priyadarshini Nehru', 'Nehru Indira', 'Indira Feroze Gandhi']",human,father,human,spouse,human,11657.0,47117.0,10718.0,the father of {},the spouse of {},the spouse of the father of Rajiv Gandhi is,True,True,False,False,False
217,2316,Q4593,P22,Q554175,P27,Q668,Rajiv Gandhi,Feroze Gandhi,India,['Rajiv  Gandhi'],['Feroze Jehangir Ghandy'],"['IND', 'IN', 'Bharat', 'Bharata', 'Bharatvarsh', 'Hindoostan', 'Hindustan', '🇮🇳', 'Indostan', 'Republic of India', 'Bharat Ganarajya']",human,father,human,country of citizenship,country,22411.0,47117.0,10718.0,the father of {},the country of citizenship of {},the country of citizenship of the father of Rajiv Gandhi is,True,True,False,False,False
68,2802,Q5444,P27,Q38,P85,Q187,Pietro Mennea,Italy,Il Canto degli Italiani,['Pietro Paolo Mennea'],"['ITA', 'Italia', 'IT', '🇮🇹', 'Italian Republic', 'Repubblica Italiana', 'Republic of Italy']","['Brothers of Italy', ""Fratelli d'Italia"", 'Inno di Mameli', ""Mameli's Hymn"", 'The Song of the Italians']",human,country of citizenship,country,anthem,musical work/composition,5567.0,2953.0,47117.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Pietro Mennea is,True,True,False,False,False
300,2911,Q5749,P800,Q2713465,P495,Q142,Pierre-Joseph Proudhon,What Is Property?,France,"['P.-J. Proudhon', 'Pʹer Zhozef Prudon', 'Pʻu-lu-tung', 'Pierre Joseph Proudhon', 'Purūdon']","['What is Property? Or, an Inquiry into the Principle of Right and of Government']","['Republic of France', 'the Hexagon', 'French Republic', 'FRA', 'fr', 'FR']",human,notable work,literary work,country of origin,country,13929.0,0.0,47117.0,the most notable work of {},the country of origin of {},the country of origin of the most notable work of Pierre-Joseph Proudhon is,True,True,False,False,False
59,3139,Q5969,P27,Q30,P36,Q61,Eddie Cochran,United States of America,"Washington, D.C.","['Edward Ray Cochran', ""Edward Raymond 'Eddie' Cochran"", 'Edward Raymond Cochran', 'Ray Edward Cochran', 'Ray Edward Cochrane']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Washington', 'The District', 'D.C.', 'DC', 'District of Columbia', 'Washington D.C.', 'Washington, DC', 'US-DC', 'Washington DC', 'Washington, D.C., U.S.', 'Washington, District of Columbia', 'Washington, D. C.', 'D.C. Washington']",human,country of citizenship,country,capital,city,5878.0,170.0,68.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Eddie Cochran is,True,True,False,False,False
197,3628,Q810,P35,Q57464,P26,Q200678,Jordan,Abdullah II of Jordan,Queen Rania of Jordan,"['JO', 'jo', 'JOR', 'Yarden', '🇯🇴', 'Giordania', 'Hashemite Kingdom of Jordan', 'Kingdom of Jordan']","['King Abdullah', 'Abdullah II', 'Abdullah ibn al-Hussein', 'Abdullah II Ibn Al Hussein', 'Abdullah II ibn al-Hussein', 'H.M. King Abdullah II bin Al Hussein', 'H.M. King Abdullah II Ibn Al Hussein', 'H.M. King Abdullah II Ibn Hussein of the Hashemite Kingdom of Jordan', 'His Majesty Abdullah II Bin Al Hussein', 'His Majesty Abdullah II Ibn Al Hussein', 'King Abdullah II', 'King Abdullah II of Jordan is']","['H.M. Queen Rania Al Abdullah', 'H.M. Queen Rania Al Abdullah of the Hashemite Kingdom of Jordan', 'H.M. Queen Rania of the Hashemite Kingdom of Jordan', 'Rania Al Abdullah', 'Rania Al Abdullah of the Hashemite Kingdom of Jordan', 'Rania Al-Abdullah', 'Rania Al-Yassin', 'Rania Faisal Al-Yassin', 'Rania Faisal Sedki Al-Yassin']",country,head of state,human,spouse,human,496.0,10.0,5040.0,the head of state of {},the spouse of {},the spouse of the head of state of Jordan is,True,True,False,False,False
235,6562,Q47008342,P86,Q1340,P800,Q12016,"Concerto No. 1 in E major, Op. 8, RV 269",Antonio Vivaldi,The Four Seasons,"['Spring', 'Primavera', 'La primavera', ""Cimento dell'armonia e dell'inventione. N. 1"", 'RV 269']","['Vivaldi', 'A. Vivaldis', 'Antonio Luciano Vivaldi', 'Antonio Lucio Vivaldi', 'Antonio Vivarudi', 'Prete rosso']","['Four Seasons', 'Le quattro stagioni', 'Quattro stagioni']",musical work/composition,composer,human,notable work,musical work/composition,82.0,5040.0,953.0,the composer of {},the most notable work of {},"the most notable work of the composer of Concerto No. 1 in E major, Op. 8, RV 269 is",True,True,False,False,False
203,6865,Q2094394,P86,Q1339,P800,Q310549,"Wo soll ich fliehen hin, BWV 5",Johann Sebastian Bach,Mass in B minor,['BWV 5'],"['Bach', 'J S Bach', 'J. S. Bach', 'J.S. Bach']","['Bach B minor mass', 'BWV 232']",musical work/composition,composer,human,notable work,musical work/composition,26855.0,1906.0,740.0,the composer of {},the most notable work of {},"the most notable work of the composer of Wo soll ich fliehen hin, BWV 5 is",True,True,False,False,False
339,7273,Q592696,P175,Q219874,P264,Q1046707,Y.M.C.A.,Village People,Casablanca Records,['YMCA'],['the Village People'],"['Casablanca', 'Casablanca Record Label', 'LC 03272', 'LC 3272']",musical work/composition,performer,musical group,record label,record label,4223.0,682.0,6951.0,the performer of {},the record label of {},the record label of the performer of Y.M.C.A. is,True,True,False,False,False
342,7275,Q592696,P175,Q219874,P495,Q30,Y.M.C.A.,Village People,United States of America,['YMCA'],['the Village People'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",musical work/composition,performer,musical group,country of origin,country,4223.0,682.0,250.0,the performer of {},the country of origin of {},the country of origin of the performer of Y.M.C.A. is,True,True,False,False,False
210,7526,Q223147,P86,Q1339,P800,Q310549,Brandenburg Concerto No.3,Johann Sebastian Bach,Mass in B minor,"['Brandenburg Concerto No. 3 in G Major, BWV 1048', 'BWV 1048']","['Bach', 'J S Bach', 'J. S. Bach', 'J.S. Bach']","['Bach B minor mass', 'BWV 232']",musical work/composition,composer,human,notable work,musical work/composition,5819.0,47117.0,24833.0,the composer of {},the most notable work of {},the most notable work of the composer of Brandenburg Concerto No.3 is,True,True,False,False,False
234,7988,Q213192,P86,Q254,P22,Q156280,Piano Concerto No. 21 in C major,Wolfgang Amadeus Mozart,Leopold Mozart,"['Piano Concerto in C major', 'Piano Concerto No. 21 in C Major, K. 467']","['Mozart', 'W. A. Mozart', 'Apollo Mozzart', 'Joannes Chrysostomus Wolfgangus Amadeus Mozart', 'Joannes Chrysostomus Wolfgangus Theophilus Amadeus Mozart', 'Johann Chrysostom Wolfgang Amadeus Mozart', 'Johann Chrysostomos Wolfgang Gottlieb Mozart', 'Johannes Chrisostomus Wolfgangus Theophilus Mozart', 'Mozhate', 'V. A. Mocartas', 'Volphnkank Amedaios Motsart', 'Wolfgang Amadè Mozart', 'Wolfgang Amadeus Chrysostom Mozart', 'Wolfgang Gottlieb Mozart', 'Wolfgango Amadeo Mozart']",['Johann Georg Leopold Mozart'],musical work/composition,composer,human,father,human,80.0,82.0,0.0,the composer of {},the father of {},the father of the composer of Piano Concerto No. 21 in C major is,True,True,False,False,False
219,8206,Q2991808,P86,Q7314,P800,Q206015,Concerto for Piano and Wind Instruments,Igor Stravinsky,The Rite of Spring,['Piano Concerto'],"['I. Strawinsky', 'Igor Fedorovich Stravinsky', 'Igor Feodorovich Stravinsky', 'Igor Fyodorovich Stravinsky', 'Igor Stravinski', 'Igor Stravinskii', 'Igor Strawinski', 'Igor Strawinskij', 'Igor Strawinsky', 'Jgor Strawinsky', 'Stravinsky']","['Rite of Spring', 'Le sacre du printemps', 'Vesna svi︠a︡shchennai︠a︡']",musical work/composition,composer,human,notable work,musical work/composition,13.0,10631.0,3168.0,the composer of {},the most notable work of {},the most notable work of the composer of Concerto for Piano and Wind Instruments is,True,True,False,False,False
451,8281,Q17140,P264,Q27184,P112,Q1101884,Backstreet Boys,Jive Records,Clive Calder,['BSB'],['Jive'],['Clive Ian Calder'],musical group,record label,record label,founded by,human,1025.0,291.0,14137.0,the record label of {},the founder of {},the founder of the record label of Backstreet Boys is,True,True,False,False,False
42,8518,Q183048,P495,Q30,P38,Q4917,The Beach Boys,United States of America,United States dollar,['Beach Boys'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars', '$', 'dollar', 'dollars', 'USD', 'buck']",musical group,country of origin,country,currency,currency,4223.0,910.0,24.0,the country of origin of {},the currency of {},the currency of the country of origin of The Beach Boys is,True,True,False,False,False
453,8764,Q170599,P264,Q1238400,P159,Q84,Arctic Monkeys,Domino Recording Company,London,['The Death Ramps'],"['Domino', 'Domino Recording Co.']","['Augusta', 'Lond.', 'Londinium', 'London, United Kingdom', 'Lunden', 'Greater London', 'London, England', 'LDN', 'Big Smoke', 'London U.K.', 'London UK', 'London, UK', 'Londinio', 'Trinovantum', 'Kaerlud', 'Karelundein', 'Llan Dian', 'Llyn Dain', 'Loñ', 'Lon.', 'Loñ.', 'Londini', 'Londiniensium', 'Londinion', 'Loniniensi', 'Lundenburgh', 'Lundenburh', 'Lundenwic', 'the Big Smoke']",musical group,record label,record label,headquarters location,city,2266.0,31.0,14137.0,the record label of {},the headquarters location of {},the headquarters location of the record label of Arctic Monkeys is,True,True,False,False,False
432,8835,Q846373,P264,Q43327,P112,Q355288,The Temptations,Motown,Berry Gordy,['Temptations'],['Motown Records'],"['Berry Gordy III', 'Berry Gordy Jr.']",musical group,record label,record label,founded by,human,2341.0,713.0,363.0,the record label of {},the founder of {},the founder of the record label of The Temptations is,True,True,False,False,False
32,8884,Q60994549,P495,Q884,P38,Q202040,Pink Fantasy,South Korea,won,['PinkFantasy'],"['Republic of Korea', 'KOR', 'SK', 'ROK', 'kr', '🇰🇷', 'Hanguk', 'Korea (South)', 'Daehan Minguk', 'Daehanminguk', 'Korea Republic', 'Rep. Korea', 'S. Korea']","['KRW', '￦', 'south korea won']",musical group,country of origin,country,currency,currency,105.0,5.0,23908.0,the country of origin of {},the currency of {},the currency of the country of origin of Pink Fantasy is,True,True,False,False,False
440,8949,Q20709,P264,Q203059,P112,Q194419,Swedish House Mafia,Virgin Music,Richard Branson,['SHM'],"['LC 33687', 'Virgin Records']","['Richard Charles Nicholas Branson', 'Sir Richard Branson', 'Sir Richard Charles Nicholas Branson']",musical group,record label,record label,founded by,human,7357.0,1134.0,1919.0,the record label of {},the founder of {},the founder of the record label of Swedish House Mafia is,True,True,False,False,False
445,8962,Q211965,P264,Q557632,P159,Q84,The Moody Blues,Decca,London,['Moody Blues'],"['DECCA', 'Decca Record Company', 'Decca Records', 'LC 00171', 'LC 0171', 'The Decca Record Company', 'The Decca Record Company Limited']","['Augusta', 'Lond.', 'Londinium', 'London, United Kingdom', 'Lunden', 'Greater London', 'London, England', 'LDN', 'Big Smoke', 'London U.K.', 'London UK', 'London, UK', 'Londinio', 'Trinovantum', 'Kaerlud', 'Karelundein', 'Llan Dian', 'Llyn Dain', 'Loñ', 'Lon.', 'Loñ.', 'Londini', 'Londiniensium', 'Londinion', 'Loniniensi', 'Lundenburgh', 'Lundenburh', 'Lundenwic', 'the Big Smoke']",musical group,record label,record label,headquarters location,city,2573.0,5040.0,953.0,the record label of {},the headquarters location of {},the headquarters location of the record label of The Moody Blues is,True,True,False,False,False
427,9050,Q7256860,P264,Q1123947,P159,Q84,The Prodigy,XL Recordings,London,"['the prodigy', 'The Prodigy band']","['LC 05667', 'LC 5667']","['Augusta', 'Lond.', 'Londinium', 'London, United Kingdom', 'Lunden', 'Greater London', 'London, England', 'LDN', 'Big Smoke', 'London U.K.', 'London UK', 'London, UK', 'Londinio', 'Trinovantum', 'Kaerlud', 'Karelundein', 'Llan Dian', 'Llyn Dain', 'Loñ', 'Lon.', 'Loñ.', 'Londini', 'Londiniensium', 'Londinion', 'Loniniensi', 'Lundenburgh', 'Lundenburh', 'Lundenwic', 'the Big Smoke']",musical group,record label,record label,headquarters location,city,8164.0,12007.0,11381.0,the record label of {},the headquarters location of {},the headquarters location of the record label of The Prodigy is,True,True,False,False,False
454,9076,Q895463,P264,Q27184,P112,Q1101884,Bowling for Soup,Jive Records,Clive Calder,"['¡Bowling for Soup!', 'BFS']",['Jive'],['Clive Ian Calder'],musical group,record label,record label,founded by,human,1416.0,16636.0,1649.0,the record label of {},the founder of {},the founder of the record label of Bowling for Soup is,True,True,False,False,False
428,9133,Q653632,P264,Q203059,P112,Q194419,Mike and the Mechanics,Virgin Music,Richard Branson,"['Mike + The Mechanics', 'Mike & The Mechanics', 'M1ke & the Mechan1c5', 'M1ke and the Mechan1c5', 'Mike & The Mecanics', 'Mike and The Mechanics', 'The Mike and Mechanics']","['LC 33687', 'Virgin Records']","['Richard Charles Nicholas Branson', 'Sir Richard Branson', 'Sir Richard Charles Nicholas Branson']",musical group,record label,record label,founded by,human,5878.0,23908.0,11158.0,the record label of {},the founder of {},the founder of the record label of Mike and the Mechanics is,True,True,False,False,False
459,9134,Q730158,P264,Q203059,P112,Q194419,The Human League,Virgin Music,Richard Branson,['Human League'],"['LC 33687', 'Virgin Records']","['Richard Charles Nicholas Branson', 'Sir Richard Branson', 'Sir Richard Charles Nicholas Branson']",musical group,record label,record label,founded by,human,1496.0,23908.0,3981.0,the record label of {},the founder of {},the founder of the record label of The Human League is,True,True,False,False,False
37,9701,Q178661,P495,Q30,P85,Q44696,The Dandy Warhols,United States of America,The Star-Spangled Banner,['Dandy Warhols'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",musical group,country of origin,country,anthem,musical work/composition,330.0,155.0,14137.0,the country of origin of {},the national anthem of {},the national anthem of the country of origin of The Dandy Warhols is,True,True,False,False,False
462,9868,Q1138185,P264,Q778673,P159,Q5083,L7,Sub Pop,Seattle,['Camel Lips'],['Sub Pop Records'],"['Seattle, Washington', 'Seattle, WA', 'Duwamps', 'New York Alki']",musical group,record label,record label,headquarters location,city,2550.0,89.0,22.0,the record label of {},the headquarters location of {},the headquarters location of the record label of L7 is,True,True,False,False,False
36,10111,Q908848,P495,Q30,P85,Q44696,Devo,United States of America,The Star-Spangled Banner,"['DEV-O, Dove, The De-Evolution Band']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",musical group,country of origin,country,anthem,musical work/composition,179.0,132.0,7.0,the country of origin of {},the national anthem of {},the national anthem of the country of origin of Devo is,True,True,False,False,False
433,10131,Q502967,P264,Q136485,P112,Q707039,Art of Noise,ZTT Records,Paul Morley,['The Art of Noise'],['Zang Tuum Tumb'],['Paul Robert Morley'],musical group,record label,record label,founded by,human,1809.0,23908.0,11158.0,the record label of {},the founder of {},the founder of the record label of Art of Noise is,True,True,False,False,False
472,10169,Q486825,P264,Q27184,P112,Q1101884,Three Days Grace,Jive Records,Clive Calder,"['Groundswell', 'TDG', '3DG', '3 Days Grace']",['Jive'],['Clive Ian Calder'],musical group,record label,record label,founded by,human,12151.0,347.0,47117.0,the record label of {},the founder of {},the founder of the record label of Three Days Grace is,True,True,False,False,False
450,10175,Q653480,P264,Q43327,P112,Q355288,Four Tops,Motown,Berry Gordy,"['The Four Aims', 'The Four Tops']",['Motown Records'],"['Berry Gordy III', 'Berry Gordy Jr.']",musical group,record label,record label,founded by,human,26855.0,2612.0,1903.0,the record label of {},the founder of {},the founder of the record label of Four Tops is,True,True,False,False,False
