,id,e1,r1,e2,r2,e3,e1_label,e2_label,e3_label,e1_aliases,e2_aliases,e3_aliases,e1_type,r1_type,e2_type,r2_type,e3_type,e1_popularity,e2_popularity,e3_popularity,r1_template,r2_template,source_prompt,first_hop_correct,second_hop_correct,composition_correct,entity_shortcut_correct,relation_shortcut_correct
78,1046,Q1698,P27,Q142,P38,Q4916,Serge Gainsbourg,France,Euro,['Lucien Ginsburg'],"['Republic of France', 'the Hexagon', 'French Republic', 'FRA', 'fr', 'FR']","['EUR', '💶', '€', 'euros']",human,country of citizenship,country,currency,currency,80.0,5040.0,953.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Serge Gainsbourg is,True,True,True,False,False
104,1063,Q1732,P27,Q159,P36,Q649,Ivan Ukhov,Russia,Moscow,['Ivan Sergeyevich Ukhov'],"['RF', 'RU', 'Rossiya', 'Russian Federation', 'RUS', 'ru', 'Rossija', 'Federation of Russia', 'Rossijskaja Federatsija', 'Rossiyskaya Federatsiya', 'Российская Федерация', 'Россия']","['Moskva', 'Moscow, Russia', 'City of Moscow', 'Moscow, Russian Federation', 'Moscow, Russian SFSR', 'Moscow, Soviet Union', 'Moscow, USSR', 'Moskva Federal City, Russia', 'Moskva, Rossiya', 'Moskva, Russia', 'Москва', 'Moskovĭ', 'Moskve', 'Moskvë', 'Moskvi', 'Mosky']",human,country of citizenship,country,capital,city,17535.0,2908.0,0.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Ivan Ukhov is,True,True,True,False,False
59,1209,Q1768,P27,Q30,P85,Q44696,Ella Fitzgerald,United States of America,The Star-Spangled Banner,"['Queen of Jazz', 'The First Lady of Jazz', 'Ella Jane Fitzgerald', 'Lady Ella', 'The First Lady of Song']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,1496.0,23908.0,1439.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Ella Fitzgerald is,True,True,True,False,False
87,1444,Q2492,P27,Q183,P38,Q4916,Konrad Adenauer,Germany,Euro,['Konrad Hermann Joseph Adenauer'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']","['EUR', '💶', '€', 'euros']",human,country of citizenship,country,currency,currency,26301.0,1599.0,112.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Konrad Adenauer is,True,True,True,False,False
29,1447,Q2516,P27,Q183,P38,Q4916,Helmut Schmidt,Germany,Euro,['Helmut Heinrich Waldemar Schmidt'],"['BR Deutschland', 'BRD', 'Bundesrepublik Deutschland', 'de', 'DE', 'Deutschland', 'Federal Republic of Germany', 'GER', 'GFR']","['EUR', '💶', '€', 'euros']",human,country of citizenship,country,currency,currency,5819.0,4113.0,0.0,the country of citizenship of {},the currency of {},the currency of the country of citizenship of Helmut Schmidt is,True,True,True,False,False
91,1596,Q2570,P27,Q30,P85,Q44696,John Romita Jr.,United States of America,The Star-Spangled Banner,"['John Salvatore Romita', 'John Salvatore Romita Jr.']","['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,5567.0,648.0,47117.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of John Romita Jr. is,True,True,True,False,False
179,1932,Q3910,P22,Q185025,P25,Q254060,"Albert II, Prince of Monaco","Rainier III, Prince of Mónaco","Princess Charlotte, Duchess of Valentinois","['Albert Alexandre Louis Pierre Grimaldi', 'Albert Grimaldi', 'Albert II Alexandre Louis Pierre Grimaldi, Prince of Monaco', 'Albert II of Monaco', 'H.S.H. Prince Albert II of Monaco', 'Prince Albert II', 'Prince Albert of Monaco']","['Príncipe Rainiero de Mónaco', 'Rainier III', 'Rainiero III', 'Rainiero Louis Henri Maxence Bertrand Grimaldi', 'Rainiero, príncipe hereditario de Mónaco', 'Rainier de Monaco']","['Princess Charlotte of Monaco', 'Charlotte de Monaco', 'Charlotte Grimaldi', 'Charlotte Grimaldi de Monaco', 'Charlotte Grimaldi de Monaco, Mademoiselle de Valentinois', 'Charlotte Louise Juliette de Monaco', 'Charlotte Louise Juliette Grimaldi de Monaco', 'Charlotte Louise Juliette Grimaldi de Monaco, Mademoiselle de Valentinois', 'Charlotte Louvet', 'Charlotte, Hereditary Princess of Monaco']",human,father,human,mother,human,24141.0,1621.0,213.0,the father of {},the mother of {},"the mother of the father of Albert II, Prince of Monaco is",True,False,True,False,False
100,2087,Q4028,P27,Q30,P85,Q44696,Paul Simon,United States of America,The Star-Spangled Banner,"['Jerry', 'Paul Kane', 'Jerry Landis', 'Paul Frederic Simon']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,26301.0,405.0,192.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Paul Simon is,True,True,True,False,False
96,2096,Q4070,P27,Q30,P85,Q44696,Kim Carnes,United States of America,The Star-Spangled Banner,['Kim Carnes Ellingson'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,2016.0,18942.0,2421.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Kim Carnes is,True,True,True,False,False
34,2400,Q4500,P27,Q30,P85,Q44696,Vince Gilligan,United States of America,The Star-Spangled Banner,['George Vincent Gilligan Jr.'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,183.0,14137.0,5379.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Vince Gilligan is,True,True,True,False,False
33,2931,Q5604,P27,Q30,P85,Q44696,Frank Lloyd Wright,United States of America,The Star-Spangled Banner,"['FLW', 'F. L. Wright', 'Frank Lincoln Wright', 'Frank Lloid Rait', 'Frank Lloyd Lincoln Wright', 'Frank Luyd Rayt', 'Lloyd Wright Frank']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,1496.0,23908.0,3981.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Frank Lloyd Wright is,True,True,True,False,False
52,3111,Q5921,P27,Q30,P85,Q44696,Chuck Berry,United States of America,The Star-Spangled Banner,"['Charles Edward Anderson', 'Charles Edward Anderson Berry', 'Charles Edward Anderson Chuck Berry', 'Charles Edward Berry']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,18548.0,7616.0,0.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Chuck Berry is,True,True,True,False,False
53,3114,Q5969,P27,Q30,P85,Q44696,Eddie Cochran,United States of America,The Star-Spangled Banner,"['Edward Ray Cochran', ""Edward Raymond 'Eddie' Cochran"", 'Edward Raymond Cochran', 'Ray Edward Cochran', 'Ray Edward Cochrane']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",human,country of citizenship,country,anthem,musical work/composition,1.0,2084.0,1437.0,the country of citizenship of {},the national anthem of {},the national anthem of the country of citizenship of Eddie Cochran is,True,True,True,False,False
17,3211,Q5878,P27,Q739,P36,Q2841,Gabriel García Márquez,Colombia,Bogotá,"['Gabriel Garcia Marquez', 'Gabriel Jose de la Concordia Garcia Marquez', 'Gabriel José de la Concordia García Márquez', 'Gabriel Jose Garcia Marquez', 'Gabriel José García Márquez']","['COL', 'CO', '🇨🇴', 'Colombiá', 'ISO 3166-1:CO', 'Republic of Colombia', 'Republica de Colombia', 'República de Colombia', 'The Republic of Colombia']","['Bogota', 'Bogota, Colombia', 'Bogotá, D.C.', 'Santa Fe de Bogotá', 'Santafé de Bogotá']",human,country of citizenship,country,capital,city,63.0,5040.0,953.0,the country of citizenship of {},the capital of {},the capital of the country of citizenship of Gabriel García Márquez is,True,True,True,False,False
3,3463,Q298,P36,Q2887,P112,Q203534,Chile,Santiago,Pedro de Valdivia,"['CHI', 'cl', '🇨🇱', 'Republic of Chile', 'República de Chile', 'CL']","['Santiago, Chile', 'Santiago de Chile', 'Greater Santiago']",['Pedro Gutiérrez de Valdivia'],country,capital,city,founded by,human,19.0,0.0,0.0,the capital of {},the founder of {},the founder of the capital of Chile is,True,False,True,False,False
185,4414,Q760054,P50,Q38757,P27,Q40,Rise and Fall of the City of Mahagonny,Bertolt Brecht,Austria,['The rise and fall of the city of Mahagonny'],"['Pei-tʻo-erh-tʻe Pu-lai-hsi-tʻe', 'Pertōl Pirekcṭ', 'Pertōlṭ Pirekcṭ', 'Perṭōlṭ Pireṣṭ', 'Pu-lai-hsi-tʻe', 'Bert Brecht', 'Bertholt Brecht', 'Bertolʹd Brekht', 'Bertolʹt Brekht', 'Bertold Brecht', 'Bertolt Breht', 'Berŭtʻoltʻŭ Bŭrehitʻŭ', 'Bŭrehitʻŭ', 'Eugen Berthold Friedrich Brecht', 'Mpertolt Mprecht']","['AT', 'AUT', 'Österreich', 'Republic of Austria', 'Republik Österreich', '🇦🇹']",literary work,author,human,country of citizenship,country,11657.0,9676.0,1001.0,the author of {},the country of citizenship of {},the country of citizenship of the author of Rise and Fall of the City of Mahagonny is,True,False,True,False,False
189,5131,Q1132968,P86,Q255,P800,Q11989,Coriolan Overture,Ludwig van Beethoven,Symphony No. 9,"['Coriolan Overture, Op. 62', ""Overture to Collin's Coriolan""]","['Beethoven', 'Ludwig Van Beethoven', 'Louis van Beethoven', 'L. Bethovenas', 'L. v. Beethoven', 'L. van Beethoven', 'L. van Betkhoven', 'Ludvig van Beethoven', 'Ludwik van Beethoven', 'Ludwig von Beethoven']","['Ode to Joy', 'Symphony No. 9 in D minor, Op. 125']",musical work/composition,composer,human,notable work,musical work/composition,7357.0,353.0,1.0,the composer of {},the most notable work of {},the most notable work of the composer of Coriolan Overture is,True,True,True,False,False
146,5157,Q211971,P86,Q1339,P800,Q465878,The Well-Tempered Clavier,Johann Sebastian Bach,Die Kunst der Fuge,"['BWV 846-893', 'BWV 846–893', 'Das Wohltemperierte Klavier', 'Das Wohltemperirte Clavier', 'The Well-Tempered Klavier', 'Well-Tempered Clavier']","['Bach', 'J S Bach', 'J. S. Bach', 'J.S. Bach']","['BWV 1080', 'The Art of Fugue', 'The Art of the Fugue, BVW 1080']",musical work/composition,composer,human,notable work,musical work/composition,17535.0,334.0,47117.0,the composer of {},the most notable work of {},the most notable work of the composer of The Well-Tempered Clavier is,True,False,True,False,False
161,5891,Q60741028,P86,Q15935,P264,Q1142456,Kids See Ghosts,Kanye West,GOOD Music,['Kids See Ghosts - Yasiin Bey'],"['Ye', 'Kanye', 'Mr. West', 'Kanye Omari West', 'Louis Vuitton Don', 'Saint Pablo', 'Ye West', 'Yeezus', 'Yeezy', 'LeBron of Rhyme']","['GOOD Music, Inc.']",musical work/composition,composer,human,record label,record label,669.0,523.0,6039.0,the composer of {},the record label of {},the record label of the composer of Kids See Ghosts is,True,False,True,False,False
170,5892,Q60741028,P162,Q15935,P264,Q1142456,Kids See Ghosts,Kanye West,GOOD Music,['Kids See Ghosts - Yasiin Bey'],"['Ye', 'Kanye', 'Mr. West', 'Kanye Omari West', 'Louis Vuitton Don', 'Saint Pablo', 'Ye West', 'Yeezus', 'Yeezy', 'LeBron of Rhyme']","['GOOD Music, Inc.']",musical work/composition,producer,human,record label,record label,669.0,523.0,396.0,the producer of {},the record label of {},the record label of the producer of Kids See Ghosts is,True,False,True,False,False
200,7022,Q1988441,P175,Q544387,P264,Q202440,I've Got a Woman,Ray Charles,Atlantic Records,['I Got a Woman'],['Ray Charles Robinson/Raymond Charles Robinson Peter'],"['Atlantic', 'LC 00121', 'LC 0121']",musical work/composition,performer,human,record label,record label,14.0,7380.0,1921.0,the performer of {},the record label of {},the record label of the performer of I've Got a Woman is,True,False,True,False,False
65,7474,Q105826601,P495,Q159,P36,Q649,Russian Woman,Russia,Moscow,['Russkaya Zhenshchina'],"['RF', 'RU', 'Rossiya', 'Russian Federation', 'RUS', 'ru', 'Rossija', 'Federation of Russia', 'Rossijskaja Federatsija', 'Rossiyskaya Federatsiya', 'Российская Федерация', 'Россия']","['Moskva', 'Moscow, Russia', 'City of Moscow', 'Moscow, Russian Federation', 'Moscow, Russian SFSR', 'Moscow, Soviet Union', 'Moscow, USSR', 'Moskva Federal City, Russia', 'Moskva, Rossiya', 'Moskva, Russia', 'Москва', 'Moskovĭ', 'Moskve', 'Moskvë', 'Moskvi', 'Mosky']",musical work/composition,country of origin,country,capital,city,12151.0,380.0,799.0,the country of origin of {},the capital of {},the capital of the country of origin of Russian Woman is,True,True,True,False,False
223,7511,Q157767,P175,Q36844,P264,Q654283,Only Girl (In the World),Rihanna,Def Jam Recordings,['Only Girl in the World'],"['Rihana', 'Robyn Fenty', 'Robyn Rihanna Fenty']","['Def Jam', 'Def Jam Records']",musical work/composition,performer,human,record label,record label,1804.0,1045.0,59.0,the performer of {},the record label of {},the record label of the performer of Only Girl (In the World) is,True,False,True,False,False
5,8776,Q371938,P740,Q1297,P112,Q492555,Chicago,Chicago,Jean Baptiste Point du Sable,"['Chicago Transit Authority', 'Chicago (band)', 'Chicago (musical group)', 'The Big Thing']","['Chi-Raq', 'Chi-Town', 'Chicago, IL', 'Chicago, Illinois', 'Chitown', 'City by the Lake', 'City of Broad Shoulders', 'City of Chicago', 'The Queen of the West', 'The Second City', 'The Windy City']","['Jean Baptiste Point au Sable', 'Jean Baptiste Point de Sable', 'Jean Baptiste Point Sable', 'Jean Baptiste Pointe DuSable', 'Point de Sable']",musical group,location of formation,city,founded by,human,3134.0,47117.0,10718.0,the location of formation of {},the founder of {},the founder of the location of formation of Chicago is,True,False,True,False,False
304,9471,Q7857806,P264,Q1046066,P495,Q30,Twenty One Pilots,Fueled by Ramen,United States of America,"['T.O.P.', 'TOP', '21P', '21 Pilots', 'TØP', 'twenty øne piløts']","['FBR', 'Fueled By Ramen LLC', 'Fueled By Ramen, LLC']","['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']",musical group,record label,record label,country of origin,country,5567.0,47117.0,10718.0,the record label of {},the country of origin of {},the country of origin of the record label of Twenty One Pilots is,True,True,True,False,False
26,9660,Q1472033,P495,Q30,P38,Q4917,Guided by Voices,United States of America,United States dollar,['GBV'],"['the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'America', 'United States', 'US', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['$', 'dollar', 'dollars', 'USD', 'buck', 'American dollar', 'U. S. Dollar', 'U.S. Dollar', 'US $', 'US dollar', 'US-$', 'US$', 'greenback', '$USD', 'USD$', 'US dollars', 'American dollars', 'United States dollars', 'USA dollar', 'USA dollars']",musical group,country of origin,country,currency,currency,3277.0,699.0,11158.0,the country of origin of {},the currency of {},the currency of the country of origin of Guided by Voices is,True,True,True,False,False
69,10016,Q642988,P495,Q30,P85,Q44696,Jimmy Eat World,United States of America,The Star-Spangled Banner,['JEW'],"['America', 'United States', 'US', 'the States', 'the U.S.', 'the United States', 'the United States of America', 'the US', 'the USA', 'U. S.', 'U. S. A.', 'U.S.', 'U.S.A.', 'US of A', 'USA', 'Merica', 'the U.S. of A', 'the U.S. of America', 'the U.S.A.', 'the US of A', 'the US of America', 'U.S. of America', 'US of America', 'America (United States)']","['Star-Spangled Banner', 'The Star Spangled Banner']",musical group,country of origin,country,anthem,musical work/composition,143770.0,1563.0,406.0,the country of origin of {},the national anthem of {},the national anthem of the country of origin of Jimmy Eat World is,True,True,True,False,False
76,10621,Q341385,P495,Q17,P38,Q8146,Acid Mothers Temple,Japan,yen,"['AMT', 'Acid Mothers Temple & The Melting Paraiso U.F.O.', 'Acid Mothers Temple & The Melting Paraiso Underground Freak Out']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['¥', 'Japanese yen', 'JPY']",musical group,country of origin,country,currency,currency,18548.0,1601.0,5619.0,the country of origin of {},the currency of {},the currency of the country of origin of Acid Mothers Temple is,True,True,True,False,False
79,10628,Q9349505,P495,Q17,P1304,Q333101,TEAM SHACHI,Japan,Bank of Japan,"['SHACHI', 'Team Syachihoko']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",musical group,country of origin,country,central bank,public company,19.0,0.0,0.0,the country of origin of {},the central bank of {},the central bank of the country of origin of TEAM SHACHI is,True,False,True,False,False
101,10629,Q17988101,P495,Q17,P1304,Q333101,The Rampage from Exile Tribe,Japan,Bank of Japan,"['RAMPAGE', 'RMPG']","['🇯🇵', 'Jap', 'JAP', 'JP', 'jp', 'JA', 'JPN', 'Ja', 'Land of the Rising Sun', 'Nippon', 'Nihon', 'Nihon-koku', 'Nippon-koku', 'State of Japan', 'Iapan', 'Iapon', 'Land of Rising Sun']","['BOJ', 'Nippon Ginkō']",musical group,country of origin,country,central bank,public company,19.0,0.0,0.0,the country of origin of {},the central bank of {},the central bank of the country of origin of The Rampage from Exile Tribe is,True,False,True,False,False
