,task,id,correct,model,e1_popularity,e2_popularity,e3_popularity
119,one_hop_a,38051,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,18548.0,1601.0,1.0
120,one_hop_a,43010,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,14.0,14137.0,8681.0
121,one_hop_a,43883,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,164.0,10572.0,669.0
122,one_hop_a,45459,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,9454.0,12555.0,14846.0
123,one_hop_a,45966,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,170.0,2755.0,392.0
124,one_hop_a,47072,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2610.0,781.0,29.0
125,one_hop_a,47185,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1303.0,10572.0,5469.0
126,one_hop_a,47406,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,117.0,2517.0,121.0
127,one_hop_a,48029,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,117.0,7029.0,238.0
128,one_hop_a,4861,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,34189.0,6140.0,171.0
129,one_hop_a,48753,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3080.0,14386.0,988.0
130,one_hop_a,49635,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3466.0,33574.0,3675.0
131,one_hop_a,51542,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,7.0,12018.0,1918.0
132,one_hop_a,5436,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,26301.0,1599.0,1742.0
133,one_hop_a,55684,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3100.0,678.0,5739.0
134,one_hop_a,56234,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,15.0,26.0,4885.0
135,one_hop_a,57304,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,92.0,35.0,1115.0
136,one_hop_a,58396,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,4764.0,180.0
137,one_hop_a,59715,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,38.0,1805.0,4885.0
138,one_hop_a,60185,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,230.0,3539.0,3830.0
139,one_hop_a,60191,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,6.0,3100.0,140.0
140,one_hop_a,64282,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,440.0,502.0,120.0
141,one_hop_a,65153,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,28.0,96.0,21.0
142,one_hop_a,66504,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,2.0,0.0
143,one_hop_a,67156,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,29.0,2151.0,340.0
144,one_hop_a,69371,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,163.0,0.0
145,one_hop_a,76339,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,20.0,19.0,60.0
146,one_hop_a,76484,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1381.0,42.0,2.0
147,one_hop_a,78580,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,24.0,25.0
148,one_hop_a,81963,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,329.0,341.0,119.0
149,one_hop_a,8425,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,5819.0,1336.0,47117.0
150,one_hop_a,10299,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,482.0,14137.0,8681.0
151,one_hop_a,11472,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,66.0,740.0
152,one_hop_a,11930,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,996.0,10297.0,5379.0
153,one_hop_a,12032,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,3932.0,3108.0
154,one_hop_a,14035,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26855.0,66.0,740.0
155,one_hop_a,15703,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9639.0,23908.0,1439.0
156,one_hop_a,19072,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2040.0,34.0,13.0
157,one_hop_a,1910,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3902.0,771.0,7512.0
158,one_hop_a,20839,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3.0,2084.0,4978.0
159,one_hop_a,22100,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,330.0,155.0,54.0
160,one_hop_a,2690,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,976.0,12.0,8.0
161,one_hop_a,2745,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1714.0,90.0,14797.0
162,one_hop_a,27477,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,18548.0,1601.0,1.0
163,one_hop_a,32530,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,15592.0,3299.0,2950.0
164,one_hop_a,33077,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1029.0,7381.0,5379.0
165,one_hop_a,3321,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6388.0,47117.0,24833.0
166,one_hop_a,33484,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,8164.0,12378.0,3432.0
167,one_hop_a,36767,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,167.0,18.0,10572.0
168,one_hop_a,37150,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6951.0,354.0,24.0
169,one_hop_a,38051,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,18548.0,1601.0,1.0
170,one_hop_a,43010,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,14.0,14137.0,8681.0
171,one_hop_a,43883,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,164.0,10572.0,669.0
172,one_hop_a,45459,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,9454.0,12555.0,14846.0
173,one_hop_a,45966,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,170.0,2755.0,392.0
174,one_hop_a,47072,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,2610.0,781.0,29.0
175,one_hop_a,47185,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1303.0,10572.0,5469.0
176,one_hop_a,47406,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,117.0,2517.0,121.0
177,one_hop_a,48029,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,117.0,7029.0,238.0
178,one_hop_a,4861,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,34189.0,6140.0,171.0
179,one_hop_a,48753,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3080.0,14386.0,988.0
180,one_hop_a,49635,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3466.0,33574.0,3675.0
181,one_hop_a,51542,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,7.0,12018.0,1918.0
182,one_hop_a,5436,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,26301.0,1599.0,1742.0
183,one_hop_a,55684,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,3100.0,678.0,5739.0
184,one_hop_a,56234,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,15.0,26.0,4885.0
185,one_hop_a,57304,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,92.0,35.0,1115.0
186,one_hop_a,58396,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,4764.0,180.0
187,one_hop_a,59715,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,38.0,1805.0,4885.0
188,one_hop_a,60185,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,230.0,3539.0,3830.0
189,one_hop_a,60191,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,6.0,3100.0,140.0
190,one_hop_a,64282,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,440.0,502.0,120.0
191,one_hop_a,65153,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,28.0,96.0,21.0
192,one_hop_a,66504,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,2.0,0.0
193,one_hop_a,67156,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,29.0,2151.0,340.0
194,one_hop_a,69371,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,163.0,0.0
195,one_hop_a,76339,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,20.0,19.0,60.0
196,one_hop_a,76484,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,1381.0,42.0,2.0
197,one_hop_a,78580,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,0.0,24.0,25.0
198,one_hop_a,81963,False,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,329.0,341.0,119.0
199,one_hop_a,8425,True,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,5819.0,1336.0,47117.0
200,one_hop_b,10299,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,482.0,14137.0,8681.0
201,one_hop_b,11472,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,26855.0,66.0,740.0
202,one_hop_b,11930,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,996.0,10297.0,5379.0
203,one_hop_b,12032,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,26855.0,3932.0,3108.0
204,one_hop_b,14035,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,26855.0,66.0,740.0
205,one_hop_b,15703,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,9639.0,23908.0,1439.0
206,one_hop_b,19072,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2040.0,34.0,13.0
207,one_hop_b,1910,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3902.0,771.0,7512.0
208,one_hop_b,20839,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3.0,2084.0,4978.0
209,one_hop_b,22100,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,330.0,155.0,54.0
210,one_hop_b,2690,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,976.0,12.0,8.0
211,one_hop_b,2745,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1714.0,90.0,14797.0
212,one_hop_b,27477,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,18548.0,1601.0,1.0
213,one_hop_b,32530,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,15592.0,3299.0,2950.0
214,one_hop_b,33077,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1029.0,7381.0,5379.0
215,one_hop_b,3321,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,6388.0,47117.0,24833.0
216,one_hop_b,33484,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,8164.0,12378.0,3432.0
217,one_hop_b,36767,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,167.0,18.0,10572.0
218,one_hop_b,37150,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,6951.0,354.0,24.0
219,one_hop_b,38051,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,18548.0,1601.0,1.0
220,one_hop_b,43010,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,14.0,14137.0,8681.0
221,one_hop_b,43883,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,164.0,10572.0,669.0
222,one_hop_b,45459,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,9454.0,12555.0,14846.0
223,one_hop_b,45966,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,170.0,2755.0,392.0
224,one_hop_b,47072,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,2610.0,781.0,29.0
225,one_hop_b,47185,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1303.0,10572.0,5469.0
226,one_hop_b,47406,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,117.0,2517.0,121.0
227,one_hop_b,48029,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,117.0,7029.0,238.0
228,one_hop_b,4861,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,34189.0,6140.0,171.0
229,one_hop_b,48753,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3080.0,14386.0,988.0
230,one_hop_b,49635,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3466.0,33574.0,3675.0
231,one_hop_b,51542,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,7.0,12018.0,1918.0
232,one_hop_b,5436,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,26301.0,1599.0,1742.0
233,one_hop_b,55684,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,3100.0,678.0,5739.0
234,one_hop_b,56234,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,15.0,26.0,4885.0
235,one_hop_b,57304,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,92.0,35.0,1115.0
236,one_hop_b,58396,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,4764.0,180.0
237,one_hop_b,59715,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,38.0,1805.0,4885.0
238,one_hop_b,60185,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,230.0,3539.0,3830.0
239,one_hop_b,60191,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,6.0,3100.0,140.0
240,one_hop_b,64282,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,440.0,502.0,120.0
241,one_hop_b,65153,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,28.0,96.0,21.0
242,one_hop_b,66504,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,2.0,0.0
243,one_hop_b,67156,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,29.0,2151.0,340.0
244,one_hop_b,69371,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,163.0,0.0
245,one_hop_b,76339,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,20.0,19.0,60.0
246,one_hop_b,76484,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,1381.0,42.0,2.0
247,one_hop_b,78580,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,0.0,24.0,25.0
248,one_hop_b,81963,True,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,329.0,341.0,119.0
249,one_hop_b,8425,False,meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,5819.0,1336.0,47117.0
250,one_hop_a,10299,True,claude-3-haiku-20240307,482.0,14137.0,8681.0
251,one_hop_a,11472,True,claude-3-haiku-20240307,26855.0,66.0,740.0
252,one_hop_a,11930,True,claude-3-haiku-20240307,996.0,10297.0,5379.0
253,one_hop_a,12032,False,claude-3-haiku-20240307,26855.0,3932.0,3108.0
254,one_hop_a,14035,True,claude-3-haiku-20240307,26855.0,66.0,740.0
255,one_hop_a,15703,True,claude-3-haiku-20240307,9639.0,23908.0,1439.0
256,one_hop_a,19072,False,claude-3-haiku-20240307,2040.0,34.0,13.0
257,one_hop_a,1910,False,claude-3-haiku-20240307,3902.0,771.0,7512.0
258,one_hop_a,20839,True,claude-3-haiku-20240307,3.0,2084.0,4978.0
259,one_hop_a,22100,True,claude-3-haiku-20240307,330.0,155.0,54.0
260,one_hop_a,2690,True,claude-3-haiku-20240307,976.0,12.0,8.0
261,one_hop_a,2745,True,claude-3-haiku-20240307,1714.0,90.0,14797.0
262,one_hop_a,27477,False,claude-3-haiku-20240307,18548.0,1601.0,1.0
263,one_hop_a,32530,False,claude-3-haiku-20240307,15592.0,3299.0,2950.0
264,one_hop_a,33077,True,claude-3-haiku-20240307,1029.0,7381.0,5379.0
265,one_hop_a,3321,True,claude-3-haiku-20240307,6388.0,47117.0,24833.0
266,one_hop_a,33484,False,claude-3-haiku-20240307,8164.0,12378.0,3432.0
267,one_hop_a,36767,True,claude-3-haiku-20240307,167.0,18.0,10572.0
268,one_hop_a,37150,False,claude-3-haiku-20240307,6951.0,354.0,24.0
269,one_hop_a,38051,False,claude-3-haiku-20240307,18548.0,1601.0,1.0
270,one_hop_a,43010,True,claude-3-haiku-20240307,14.0,14137.0,8681.0
271,one_hop_a,43883,False,claude-3-haiku-20240307,164.0,10572.0,669.0
272,one_hop_a,45459,False,claude-3-haiku-20240307,9454.0,12555.0,14846.0
273,one_hop_a,45966,False,claude-3-haiku-20240307,170.0,2755.0,392.0
274,one_hop_a,47072,False,claude-3-haiku-20240307,2610.0,781.0,29.0
275,one_hop_a,47185,False,claude-3-haiku-20240307,1303.0,10572.0,5469.0
276,one_hop_a,47406,True,claude-3-haiku-20240307,117.0,2517.0,121.0
